Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Alex Vanopslagh,AlexLiberalAlliance,100044413450282,POLITICIAN,DK,Formand for Liberal Alliance ,2017-06-06 19:57:54,101351,117614,2022-10-29 09:56:23 CEST,2022-10-29,09:56:23,Photo,"7,725",6852,315,374,157,4,12,2,6,3,,-,0,0,0,N/A,https://www.facebook.com/100044413450282/posts/690420619115047,"Lad os tale om, hvordan vi tjener pengene, i stedet for hele tiden bare at bruge dem. Valgkampen har desværre udviklet sig til en konkurrence om, hvem der kan love flest milliarder kroner væk. Det ene overbud afløser det næste. Og det er ikke holdbart. Der er ingen debat om, hvordan fremtidens velstand skabes i Danmark. Det er nemt nok at klatte pengene væk. Det svære – og vigtige – er at diskutere, hvor pengene skal komme fra. I de seneste 30 år er det kun lykkedes to nye virksomheder at vokse til over 1.000 danske medarbejdere (Netcompany og Fitness World). Vi har i Danmark meget få børsnoteringer, og kun 7,6 % af al nordisk venture- og børskapital i 2021 tilfaldt danske virksomheder. Svenske virksomheder fik til gengæld 60 %. Det er 1,5 gange af Danmark, Norge og Finland til sammen! Det koster alle danskere dyrt, at vi er så dårlige til at skabe succesvirksomheder her i landet. Det kan vi gøre bedre. Det skal være nemmere at være lille - for en virksomhed kan aldrig vokse sig stor, hvis den ikke kan klare sig først som lille. Derfor har Liberal Alliance lige lanceret et iværksætterudspil, der skal styrke den underskov af iværksættere, som skal skabe fremtidens velstand og gøre Danmark til en permanent overskudsforretning. I udspillet har vi sat fokus på fire problemer, som er afgørende at løse: 1. For mange virksomheder forlader Danmark. 2. For få danskere ejer iværksættervirksomheder. 3. Danmark holder talenterne ude. 4. Staten spænder ben. Vores løsningsforslag indebærer bl.a. bedre rammevilkår. Skatterne skal ned, og det gælder både aktie- og kapitalindkomst og selskabsskatten. Skat alene gør det dog ikke alene. Vi skal også gøre op med en håbløs skattestruktur, som kvæler iværksætteriet og spænder ben for nogle af landets bedste iværksættere. Beskatningen af warrants/optioner skal ændres, så vi ikke ender i situationer, hvor iværksættere risikerer skatteprocenter på over 100. Der er med andre ord brug for en rimelig, gennemsigtig og ensartet beskatning. Til sidst skal vi gøre det nemmere at tiltrække dygtige og flittige udlændinge. De skal ikke sidde fast i et rigidt sagsbehandlingssystem, mens virksomhederne akut mangler arbejdskraft. Det er simpelthen for åndssvagt, at den symbolpolitiske strammerkonkurrence går ud over dem, der både kan og vil Danmark. Det og meget mere kan du læse om i vores nye udspil - link i kommentarsporet.",https://www.facebook.com/photo.php?fbid=690426165781159&set=a.389425369214575&type=3,,,,,,,,1.54
Jakob Ellemann-Jensen,jakobellemann,100044564643750,POLITICIAN,DK,"Venstres formand
Medlem af Folketinget",2016-05-04 09:50:59,44512,52614,2022-10-29 09:02:30 CEST,2022-10-29,09:02:30,Photo,952,867,50,11,15,0,4,0,1,4,,-,0,0,0,N/A,https://www.facebook.com/100044564643750/posts/659003178928498,Fantastisk aften i min kreds i Aarhus i går!,https://www.facebook.com/photo.php?fbid=659002615595221&set=a.344944807001005&type=3,,,Photos from Jakob Ellemann-Jensen's post,,,,,-2.6
Mette Frederiksen,mettefrederiksen.dk,100044576643050,POLITICIAN,DK,Statsminister og formand for Socialdemokratiet. Jeg fører ikke profilen som statsminister. ,2009-03-12 21:24:01,340258,384619,2022-10-29 08:30:05 CEST,2022-10-29,08:30:05,Photo,"13,876",10018,1919,243,1417,5,87,6,71,110,,-,0,0,0,N/A,https://www.facebook.com/100044576643050/posts/675605450602004,"Kære alle En morgenhilsen her fra Aalborg, hvor der nu er mindre end 72 timer til, at valgstederne åbner ☺️ Jeg vil gerne dele mine overvejelser om valgkampen indtil videre: Inden valget blev udskrevet havde nogle spået, at det ville blive en historisk beskidt valgkamp. Med polarisering og større og større splittelse. Sådan synes jeg ikke, det er gået. Bevares, der er politiske uenigheder. Sådan skal det jo være. Og vi bliver næppe enige om hverken at afskaffe topskatten eller på sigt at udfase folkepensionen, som vi kender den. Men egentlig synes jeg, at flere partier har talt sig tættere på hinanden i mange spørgsmål. Jeg tror på, at vi efter et valg kan blive enige om en akutpakke for sundhedsvæsenet, der skal få ventelisterne ned. Om yderligere inflationshjælp, særligt til jer der har mindst. En bedre psykiatri. Et nyt forsvarsforlig, hvor vi styrker Danmarks sikkerhed. Målrettede skattelettelser for folk i beskæftigelse. Mere frihed og et opgør med bureaukratiet i den offentlige sektor. Og reformer, der styrker dansk økonomi. Uanset hvordan, mandaterne falder ud på tirsdag. Og det er jo ene og alene op til jer danskere. Så er jeg foreløbig kun blevet bestyrket i, at det efter et valg vil være muligt at danne en bred regering. Også selvom det stadig afvises af de blå partier. Samtidig er det selvfølgelig ikke ligegyldigt, hvilken retning en sådan regering har. Hvem der sætter tempoet – og ambitionsniveauet. Ikke mindst når det gælder den grønne omstilling. Sammen med Enhedslisten, SF, Radikale Venstre og Alternativet foreslår vi i dag at styrke beskyttelsen af vores grundvand markant. Og i takt med at vi nærmer os helt at kunne indfri målsætningen om at reducere Danmarks CO2-udledninger med 70 procent. Så er vi klar til at hæve ambitionerne. Så Danmark også i fremtiden bliver ved med at gå forrest. Jeg glæder mig til de næste dages debatter med alle partierne. Og til sidst en tak til alle kandidater, uanset parti. Som stiller op for at gøre en forskel, og som kæmper for jeres tillid til at kunne påtage sig et ansvar for Danmark. Større bliver det ikke. Fortsat god valgkamp til alle!",https://www.facebook.com/photo.php?fbid=675605430602006&set=a.396459791849906&type=3,,,,,,,,1.68
Pia Olsen Dyhr,pia.olsen.dyhr,100044404390308,POLITICIAN,DK,Formand for SF,2008-11-19 09:16:45,84779,86765,2022-10-29 06:24:15 CEST,2022-10-29,06:24:15,Photo,"1,135",754,211,60,98,0,1,0,3,8,,-,0,0,0,N/A,https://www.facebook.com/100044404390308/posts/667312204758920,"Vand er liv.🌱 Så enkelt er det. Hverken vi mennesker, dyrelivet eller planterne, klarer sig uden vand. Og i Danmark har vi – de fleste steder – i mange, mange år været så privilegerede, at vores vand har haft en kvalitet, så vi bare kunne drikke fra hanen. Men mange af vores drikkevandsboringer er blevet forurenet. Og en stor del af forureningen kommer fra landbruget. Hvis vi ikke sikrer vores grundvand bedre - og det skal være nu - så risikere vi ikke at kunne drikke vandet direkte fra hanen i fremtiden. Vores børn og børnebørn har også krav på at få rent vand med i drikkedunken. Derfor må og skal vi også stoppe med at bruge gift over og omkring vores drikkevandsboringer. Det har vi sagt længe i SF. Nu får vi det til at ske. Og endnu engang beviser vi, at de seneste 3½ års samarbejde i det grønne flertal kan sætte en ny, grønnere og mere ambitiøs retning for Danmarks klima, miljø og natur. Og dermed også for rent drikkevand. Tak for samarbejdet om dette drikkevandsudspil til Alternativet, Enhedslisten, Radikale og Socialdemokratiet.🙏🏼 Med dagens udspil forpligter vi os som partier på, at der skal rettes op på årtiers svigt, ved at gøre det til en statslig, national forpligtelse, at vores vand skal være rent. Det er jeg stolt af. Det er historisk. Og det er helt sikkert bedre sent end aldrig. Link i kommentarfelt.",https://www.facebook.com/photo.php?fbid=667312174758923&set=a.349705203186290&type=3,,,,,,,,-1.81
Pia Olsen Dyhr,pia.olsen.dyhr,100044404390308,POLITICIAN,DK,Formand for SF,2008-11-19 09:16:45,84699,86676,2022-10-28 22:51:25 CEST,2022-10-28,22:51:25,Photo,"1,278",961,116,31,155,0,1,1,3,10,,-,0,0,0,N/A,https://www.facebook.com/100044404390308/posts/667118204778320,"Det koster en bondegård at investere i børn og unges trivsel, men det koster et kongerige at lade være. Sådan siger min kloge makker Jacob Mark altid - og han har jo ret 💪❤️ Ligesom alle jer, der mødte op foran Christiansborg har ret. Alle jer, der råber højt om at børn tabes på gulvet, fordi de ikke bliver set. At forældre bliver efterladt i stikken. Desperate og alene, når de kan se at deres mest dyrebare eje har det dårligt. Tak til @hvorerderenvoksen #oprørpåtværs #enmillionstemmer @fola_dk @skoleforaeldre @bupldk og mange mange flere. I gjorde en kæmpe forskel ved sidste valg. I satte børnene på dagsordenen. Nu gør i det igen. Dette valg skal være børnenes valg 💛",https://www.facebook.com/photo.php?fbid=667118141444993&set=a.349705203186290&type=3,,,,,,,,-1.61
Mai Villadsen,Mai.Villadsen.Enhedslisten,100058145316378,POLITICIAN,DK,"Politisk ordfører for Enhedslisten.
Arbejder for bedre velfærd, mere klimahandling og mindre ulighed!",2019-01-24 15:51:16,20873,22402,2022-10-28 22:26:24 CEST,2022-10-28,22:26:24,Photo,"1,541",1146,155,57,155,1,13,0,9,5,,-,0,0,0,N/A,https://www.facebook.com/100058145316378/posts/524574162824090,"Nu beskytter vi vores drikkevand langt bedre. 💧❤️ Rigtig mange mennesker er bekymrede for deres drikkevand - med god grund. For vi vil opleve en giftskandale i slowmotion, hvis ikke vi handler. Der er nu allerede fundet pesticider i over halvdelen af vores drikkevandsboringerne. Derfor er jeg rigtig stolt over, at noget af det vi i Enhedslisten har kæmpet for i årevis bliver til virkelighed. For sammen med S, SF, RV og Å forpligter vi os til at beskytte drikkevandet. Vi vil forbyde sprøjtning i de områder hvor drikkevandet dannes. Et kæmpe grønt fremskridt. 💚",https://www.facebook.com/photo.php?fbid=524574149490758&set=a.261042145843961&type=3,,,,,,,,1.63
Mette Frederiksen,mettefrederiksen.dk,100044576643050,POLITICIAN,DK,Statsminister og formand for Socialdemokratiet. Jeg fører ikke profilen som statsminister. ,2009-03-12 21:24:01,340231,384609,2022-10-28 22:01:07 CEST,2022-10-28,22:01:07,Photo,"2,554",1916,323,60,187,3,41,1,13,10,,-,0,0,0,N/A,https://www.facebook.com/100044576643050/posts/675302317298984,"Min podcast, “Statsministeren Spørger”, har vundet en pris 👏🏼 Det er jeg umådelig stolt af. Hvis du ikke har lyttet med endnu, så håber jeg, du vil gøre det. Der er netop i dag kommet en særudgave i anledningen af valget. Podcasten er et forsøg på at have en dybere samtale om nogle af de svære spørgsmål og dilemmaer, der er i vores samfund. Og jeg har talt med mange dygtige mennesker, der inspirerer og udfordrer mig. Hvis der er et emne, du er nysgerrig på inden valget på tirsdag, så kan du måske være heldig at finde det blandt de gamle afsnit 😊 Tak til alle jer, der har hjulpet den godt på vej. Du finder podcasten her: https://podcasts.apple.com/dk/podcast/statsministeren-sp%C3%B8rger/id1623328261",https://www.facebook.com/photo.php?fbid=675302293965653&set=a.396459791849906&type=3,,PRIX AUDIO ÛREBRAND ARETS BRANDED CONTENT 2022 STATSMINISTEREN SPORGER MUNCK STUDIOS PODCAST O11/////////,,,,,,-3.24
"Marianne Karlsmose, KD-politiker",MarianneKarlsmose,100063856775068,POLITICIAN,DK,"Mor til 3
stud. socialrådgiver
Landsformand for KD, Regionsrådsmedlem
kd.dk/marianne-karlsmose",2019-02-02 13:54:33,1979,2191,2022-10-28 22:00:13 CEST,2022-10-28,22:00:13,Photo,129,114,7,6,2,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063856775068/posts/509057127899509,"Mange skønne mennesker i både Lemvig og Holstebro, som gerne ville tale om KD. KD-kraften lever ❤️",https://www.facebook.com/photo.php?fbid=509058314566057&set=a.221531073318784&type=3,,,"Photos from Marianne Karlsmose, KD-politiker's post",,,,,1.26
Inger Støjberg,IngerStojberg,100044534615134,POLITICIAN,DK,"Student fra Morsø Gymnasium
Uddannet fra InformationsAkademiet
MBA (Master of Business Administration), Aalborg Universitet, 2013
Redaktør på Viborg Bladet (1999-2001)
Amtsrådsmedlem (1994-2001)
Medlem af Folketinget (2001-
Beskæftigelsesminister(2009-2011)",2011-05-10 07:43:02,200564,217775,2022-10-28 21:51:04 CEST,2022-10-28,21:51:04,Photo,"4,544",3576,498,204,206,2,27,7,13,11,,-,0,0,0,N/A,https://www.facebook.com/100044534615134/posts/678040470357101,"Jeg er dybt bekymret over, at den stramme udlændingepolitik ser ud til at skride efter valget. Borgerlige partier taler om at lempe kursen over for afviste asylansøgere og undsiger dele af hjemsendelsespolitikken, Lars Løkke vil holde Danmarksdemokraterne uden for indflydelse og har en mission om at lempe udlændingepolitikken. Socialdemokratiet har allerede i denne valgperiode hævet ydelserne til arbejdsløse indvandrere. Det er jeg bekymret over. Derfor har jeg netop fremlagt de hovedprioriteter i udlændingepolitikken Danmarksdemokraterne vil tage med, når der skal forhandles efter et valg. Vi vil bekæmpe alle tilløb til slappere udlændingepolitik uanset om de kommer fra røde, blå eller såkaldt lilla partier.",https://www.facebook.com/photo.php?fbid=678040287023786&set=a.400326218128529&type=3,,"HAVE ET MODTAGECENTER I RWANDA ELLER ET ANDET TREDJELAND DANMARKSDEMOKRAT KSDEMOKRATERNE VIL: FORTSETTE HJEMSENDELSESPOLITIKKEN SENKE YDELSERNE TIL ARBEJDSLOSE INDVANDRERE FASTHOLDE STRAMME REGLER FOR STATSBORGERSKAB, ASYL, FAMILIESAMMENFORING OG PERMANENT OPHOLDSTILLADELSE FASTHOLDE GRENSEKONTROLLEN",,,,,,-2.16
Sikandar Siddique,sikandar.siddique.politiker,100063606495233,POLITICIAN,DK," Former Member of Parliament (DK)
Political leader of Independent Greens
(Frie Grønne)",2021-01-08 10:52:15,17420,19263,2022-10-28 21:33:28 CEST,2022-10-28,21:33:28,Photo,764,594,52,23,82,0,11,0,0,2,,-,0,0,0,N/A,https://www.facebook.com/100063606495233/posts/541118874684991,"Jeg bliver sgu nødt til at sige det igen: Jeg er rystet! I aften var jeg inviteret til et privat arrangement, hvor jeg regnede med, at jeg skulle ud at give en brandtale for de sidste dage af valgkampen til nogle af de mennesker, som har støttet projektet længe - ja, nærmest fra start. Men igen igen, har I altså fejet benene væk under mig. I hvert fald 500 mennesker sad klar til at høre om Frie Grønne og den rejse, vi indtil videre har været på. Det var mildest talt overvældende at mærke den begejstring og det gåpåmod, som fyldte salen her til aften. Det er altså ærligt talt svært ikke at blive optimistisk, når man dag efter dag oplever den opbakning, som jeg oplever ude i landet. Tusind tak til alle, der var mødt op. Det var en helt perfekt aften. Nu gør vi det her! 💚✊🏽",https://www.facebook.com/photo.php?fbid=541118571351688&set=a.237123328417882&type=3,,,,,,,,1.05
Sofie Carsten Nielsen,sofiecarstennielsen,100044593532150,POLITICIAN,DK,Medlem af Folketinget for Radikale Venstre.,2011-05-27 19:40:58,28759,31145,2022-10-28 21:27:49 CEST,2022-10-28,21:27:49,Photo,704,529,78,23,42,1,18,0,8,5,,-,0,0,0,N/A,https://www.facebook.com/100044593532150/posts/723130365850075,"Danmark må aldrig blive et land, hvor vi ikke kan drikke vand fra hanen. Det er noget af det fineste ved Danmark, og det skal vi sikre, at fremtidige generationer også kan. Derfor er jeg gået sammen med Mette Frederiksen, Pia Olsen Dyhr, Mai Villadsen og Franciska Rosenkilde om at sikre bedre beskyttelse af vores drikkevand. Vi vil indføre ""grundvandsparker,"" hvor der er sprøjteforbud. Områder på i alt 200.000 hektar, der er beskyttet, så vores børn og børnebørn også kan åbne for hanen og drikke uden at være bekymret for giftige stoffer. Der er desværre brug for det. I dag er der fundet pesticider i over halvdelen af vores drikkevand, og det har været stigende de sidste år. Derfor må vi beskytte vores drikkevand bedre. Så vores børn kan vokse op uden at blive syge af pesticider eller forurening. For alle skal have ret til rent drikkevand.",https://www.facebook.com/photo.php?fbid=723130182516760&set=a.440298364133278&type=3,,,,,,,,1.95
Inger Støjberg,IngerStojberg,100044534615134,POLITICIAN,DK,"Student fra Morsø Gymnasium
Uddannet fra InformationsAkademiet
MBA (Master of Business Administration), Aalborg Universitet, 2013
Redaktør på Viborg Bladet (1999-2001)
Amtsrådsmedlem (1994-2001)
Medlem af Folketinget (2001-
Beskæftigelsesminister(2009-2011)",2011-05-10 07:43:02,200564,217775,2022-10-28 21:15:47 CEST,2022-10-28,21:15:47,Live Video Complete,"2,395",924,805,57,571,1,9,3,6,19,owned,Yes,19615,21026,0,00:30:52,https://www.facebook.com/100044534615134/posts/503577501689118,,https://www.facebook.com/IngerStojberg/videos/503577501689118/,,,,,,,,-1.22
Franciska Rosenkilde,rosenkildefranciska,100063651522703,POLITICIAN,DK,Politisk leder af Alternativet,2015-02-07 20:00:39,4412,4577,2022-10-28 20:08:50 CEST,2022-10-28,20:08:50,Native Video,350,253,25,26,42,0,0,0,1,3,owned,Yes,997,1143,0,00:00:10,https://www.facebook.com/100063651522703/posts/541083631356683,"8 … Fordi vi skal have en 30 timers arbejdsuge Vi har brug for at kortslutte hamsterhjulet. Langt flere mennesker skal tilbydes en kortere arbejdsuge. Ikke for arbejdsmarkedets skyld – for menneskers skyld. Det er et spørgsmål om sundhed. Om trivsel. Om livskvalitet. 400.000 danskere lider af stress hver dag. Det tyder på, at vi har et arbejdsmarkedet, som ikke er bæredygtigt for alt for mange mennesker. Vi skal have tid til dét, der tæller. Stem på mig, hvis du kunne bruge en kortere arbejdsuge!",https://www.facebook.com/rosenkildefranciska/videos/1172222237050504/,,,,,,,,4.27
Pia Olsen Dyhr,pia.olsen.dyhr,100044404390308,POLITICIAN,DK,Formand for SF,2008-11-19 09:16:45,84699,86676,2022-10-28 19:54:13 CEST,2022-10-28,19:54:13,Native Video,"1,031",536,154,30,296,2,2,0,4,7,owned,Yes,41937,42448,0,00:00:58,https://www.facebook.com/100044404390308/posts/667034998119974,"Tusind tak til gode Jakob Fauerby for at sætte ord på, hvilke udfordringer regnbuefamilier oplever. Børn skal ikke møde en verden, der fortæller dem, at den familie de er født ind i er forkert. Forældre skal opleve at være ligestillet som forældre. Giv et ❤️ hvis du er enig.",https://www.facebook.com/pia.olsen.dyhr/videos/1598467937277543/,,,,,,,,1.12
