Parti,Total Interactions,Likes,All Reactions,Comments,Shares,Owned Post Views,Owned Views from Shares,Owned Total Views,Views on Shared Posts,Views While Live,Video Time,3-Min+ Videos,Loves,Wows,Hahas,Sads,Angrys,Cares,Total Posts,Photo Posts,Link Posts,Status Posts,Owned Video Posts,Shared Video Posts,Other Video Posts,Page Likes,Page Growth,Page Followers,Page Follower Growth,Antal sider,Month,Totale interaktioner per opslag,Kommentarer per opslag,Delinger per opslag,Videovisninger per videoopslag,Interaktion per post per følger,Interaktion per følger,Angry per opslag,Love per opslag,Reaktioner per post,Andel foto post af total,Andel link post af total,Andel tekst post af total,Andel owned video post af total,Andel delte video post af total,Andel andre video post af total,Blok
Moderaterne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7400,-15,7441,-13,5,20190615,0,0,0,0,0,0,"0,0","0,0",0,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",Blå blok
Nye Borgerlige,166501,109722,131114,21603,13784,262586,73197,335783,4667,1121,48,5,8676,868,2202,2078,7568,0,907,505,241,47,45,63,6,147181,3911,152472,4129,113,20190615,184,24,15,5835,0,01,"8,3","9,6",145,"55,68%","26,57%","5,18%","4,96%","6,95%","0,66%",Blå blok
Radikale Venstre,529226,356721,438256,75455,15515,1617789,331675,1949464,52672,109671,262,19,51299,1443,13980,3915,10897,1,2141,965,584,138,246,198,10,593407,18431,603829,19445,236,20190615,247,35,07,6576,0,01,"5,1","24,0",205,"45,07%","27,28%","6,45%","11,49%","9,25%","0,47%",Rød blok
Socialdemokratiet,801488,614375,684518,91588,25382,1915155,481074,2396229,65154,8014,240,13,51600,2395,7602,4306,4237,3,3294,1937,666,151,284,248,6,1054649,22907,1077180,25236,563,20190615,243,28,08,6744,0,01,"1,3","15,7",208,"58,80%","20,22%","4,58%","8,62%","7,53%","0,18%",Rød blok
Socialistisk Folkeparti,424690,316615,369354,43118,12218,238956,67336,306292,8707,8851,99,9,40887,1152,7180,1949,1570,1,1843,1114,382,126,118,91,12,478923,11219,476497,10992,325,20190615,230,23,07,2025,0,01,"0,9","22,2",200,"60,44%","20,73%","6,84%","6,40%","4,94%","0,65%",Rød blok
Veganerpartiet,4431,2049,3140,1114,177,19831,6963,26794,1875,15791,14,2,748,37,23,185,98,0,29,8,5,0,13,3,0,0,0,6310,334,8,20190615,153,38,06,1525,0,01,"3,4","25,8",108,"27,59%","17,24%","0,00%","44,83%","10,34%","0,00%",Rød blok
Venstre,573834,425368,481768,70633,21433,2444897,551860,2996757,47494,39328,252,17,19836,1950,10394,10132,14086,2,3162,1810,655,175,269,238,15,1080690,10843,1080423,11093,615,20190615,181,22,07,9089,0,01,"4,5","6,3",152,"57,24%","20,71%","5,53%","8,51%","7,53%","0,47%",Blå blok
Alternativet,18270,9503,13627,2511,2132,3711,5086,8797,6100,29,5,0,1115,338,413,983,1275,0,458,81,321,11,6,29,10,215598,139,215652,153,119,20190715,40,05,05,619,0,0,"2,8","2,4",30,"17,69%","70,09%","2,40%","1,31%","6,33%","2,18%",Rød blok
Andet,32762,12856,21536,5973,5253,96445,24110,120555,2701,625,9,0,899,436,620,1254,5471,0,302,58,202,17,8,9,8,106621,207,114723,239,115,20190715,108,20,17,12056,0,0,"18,1","3,0",71,"19,21%","66,89%","5,63%","2,65%","2,98%","2,65%",Andet
Danmarksdemokraterne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20190715,0,0,0,0,0,0,"0,0","0,0",0,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",Blå blok
Dansk Folkeparti,303536,134964,202603,72057,28876,117255,79191,196446,37519,348,17,1,4795,1679,5960,5620,49585,0,960,271,575,47,20,32,15,633206,2151,622820,2409,154,20190715,316,75,30,5863,0,0,"51,7","5,0",211,"28,23%","59,90%","4,90%","2,08%","3,33%","1,56%",Blå blok
Enhedslisten,80634,51105,60935,11874,7825,8146,4991,13137,12753,0,4,0,4318,413,532,1709,2858,0,619,252,316,20,4,21,6,391197,1595,394682,1798,163,20190715,130,19,13,2037,0,0,"4,6","7,0",98,"40,71%","51,05%","3,23%","0,65%","3,39%","0,97%",Rød blok
Frie Grønne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,189,0,2,20190715,0,0,0,0,0,0,"0,0","0,0",0,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",Rød blok
Konservative,35928,26635,30204,4847,877,19781,2773,22554,6394,441,5,0,1248,390,528,300,1103,0,428,199,170,21,10,28,0,351745,657,384825,656,478,20190715,84,11,02,1978,0,0,"2,6","2,9",71,"46,50%","39,72%","4,91%","2,34%","6,54%","0,00%",Blå blok
Kristendemokraterne,5210,3665,4131,618,461,0,0,0,33,0,0,0,263,26,21,98,58,0,49,17,28,2,0,1,1,21094,11,21786,-3,26,20190715,106,13,09,0,0,0,"1,2","5,4",84,"34,69%","57,14%","4,08%","0,00%","2,04%","2,04%",Blå blok
Liberal Alliance,13454,9513,10640,2395,419,0,0,0,13189,0,0,0,428,80,331,137,151,0,177,56,82,24,0,11,4,276983,532,290462,618,186,20190715,76,14,02,0,0,0,"0,9","2,4",60,"31,64%","46,33%","13,56%","0,00%","6,21%","2,26%",Blå blok
Moderaterne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7385,-15,7426,-15,5,20190715,0,0,0,0,0,0,"0,0","0,0",0,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",Blå blok
Nye Borgerlige,99158,55278,71426,12673,15059,52412,479643,532055,1428,0,15,2,3771,566,1018,1076,9716,1,405,198,163,15,9,14,6,150517,2494,156308,2771,113,20190715,245,31,37,5824,0,01,"24,0","9,3",176,"48,89%","40,25%","3,70%","2,22%","3,46%","1,48%",Blå blok
Radikale Venstre,54501,39146,45190,7422,1889,41891,27586,69477,258,3,3,0,2899,393,611,1054,1085,2,321,100,184,20,10,6,1,594725,847,605405,973,236,20190715,170,23,06,4189,0,0,"3,4","9,0",141,"31,15%","57,32%","6,23%","3,12%","1,87%","0,31%",Rød blok
Socialdemokratiet,255068,202328,222450,26140,6478,276594,13596,290190,14542,169,15,0,13071,1239,3294,1355,1159,4,923,485,337,36,30,31,4,1063038,6562,1086547,7140,563,20190715,276,28,07,9220,0,0,"1,3","14,2",241,"52,55%","36,51%","3,90%","3,25%","3,36%","0,43%",Rød blok
Socialistisk Folkeparti,57501,42517,48318,7608,1575,62,0,62,3996,0,0,0,4166,181,534,485,435,0,417,199,183,17,1,14,3,481843,948,479653,1032,325,20190715,138,18,04,62,0,0,"1,0","10,0",116,"47,72%","43,88%","4,08%","0,24%","3,36%","0,72%",Rød blok
Veganerpartiet,4378,1787,2763,1153,462,15960,9337,25297,1830,7409,18,1,554,26,21,277,98,0,35,9,8,0,15,3,0,101,0,6729,182,8,20190715,125,33,13,1064,0,01,"2,8","15,8",79,"25,71%","22,86%","0,00%","42,86%","8,57%","0,00%",Rød blok
Venstre,140540,98726,118325,15941,6274,53040,18226,71266,24294,6451,16,1,6180,822,1647,1602,9347,1,705,291,337,29,16,30,2,1085458,2097,1085885,2199,615,20190715,199,23,09,3315,0,0,"13,3","8,8",168,"41,28%","47,80%","4,11%","2,27%","4,26%","0,28%",Blå blok
Alternativet,32355,19448,25469,3277,3609,7255,4102,11357,13052,19,4,0,2524,281,572,1728,916,0,564,129,344,28,7,33,23,215806,20,215922,77,119,20190815,57,06,06,1036,0,0,"1,6","4,5",45,"22,87%","60,99%","4,96%","1,24%","5,85%","4,08%",Rød blok
Andet,43029,23606,32723,5355,4951,147163,27729,174892,7951,0,118,5,2195,500,758,1387,4277,0,379,114,229,10,12,5,9,107215,77,115421,125,115,20190815,114,14,13,12264,0,0,"11,3","5,8",86,"30,08%","60,42%","2,64%","3,17%","1,32%","2,37%",Andet
Danmarksdemokraterne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20190815,0,0,0,0,0,0,"0,0","0,0",0,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",Blå blok
Dansk Folkeparti,404083,181517,259537,74469,70077,141475,68420,209895,19590,2946,11,1,5684,3225,8272,7173,53664,2,1272,411,762,39,22,32,6,635238,1939,625096,2141,154,20190815,318,59,55,6431,0,01,"42,2","4,5",204,"32,31%","59,91%","3,07%","1,73%","2,52%","0,47%",Blå blok
Enhedslisten,89156,60336,72182,11449,5525,15003,10741,25744,1522,1280,5,1,5950,542,749,1990,2612,3,738,260,409,40,10,11,8,392221,1008,395932,1244,163,20190815,121,16,07,1500,0,0,"3,5","8,1",98,"35,23%","55,42%","5,42%","1,36%","1,49%","1,08%",Rød blok
Frie Grønne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,-1,188,-1,2,20190815,0,0,0,0,0,0,"0,0","0,0",0,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",Rød blok
Konservative,69997,51762,59759,8458,1780,85777,22098,107875,3388,616,20,2,2655,547,1586,1561,1648,0,865,384,351,69,34,21,6,352435,692,385666,728,478,20190815,81,10,02,2523,0,0,"1,9","3,1",69,"44,39%","40,58%","7,98%","3,93%","2,43%","0,69%",Blå blok
Kristendemokraterne,4870,3661,3980,422,468,7584,9909,17493,3296,867,1,0,259,23,7,23,7,0,71,33,23,6,4,5,0,21095,8,21796,10,26,20190815,69,06,07,1896,0,0,"0,1","3,7",56,"46,48%","32,39%","8,45%","5,63%","7,04%","0,00%",Blå blok
Liberal Alliance,38453,25441,29346,5859,3248,271635,213467,485102,19055,159,9,0,1132,180,1220,360,1012,1,280,80,118,37,9,35,1,278204,1198,291847,1376,186,20190815,137,21,12,30182,0,0,"3,6","4,0",105,"28,57%","42,14%","13,21%","3,21%","12,50%","0,36%",Blå blok
Moderaterne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7373,-11,7414,-10,5,20190815,0,0,0,0,0,0,"0,0","0,0",0,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",Blå blok
Nye Borgerlige,113519,72932,88246,14675,10598,140044,196053,336097,6852,281,42,5,5077,534,1874,852,6975,2,581,220,270,19,31,40,1,152810,2231,158898,2527,113,20190815,195,25,18,4518,0,01,"12,0","8,7",152,"37,87%","46,47%","3,27%","5,34%","6,88%","0,17%",Blå blok
Radikale Venstre,151661,94959,112594,17504,21563,236831,708506,945337,4081,15144,13,1,8354,1043,4393,1721,2122,2,672,268,308,54,26,11,5,598441,3701,609848,4440,236,20190815,226,26,32,9109,0,0,"3,2","12,4",168,"39,88%","45,83%","8,04%","3,87%","1,64%","0,74%",Rød blok
Socialdemokratiet,493526,387685,435385,46462,11679,254424,133233,387657,50907,514,33,1,31792,1894,8167,3611,2236,0,1754,1042,499,70,53,85,5,1090903,13831,1107600,16461,563,20190815,281,26,07,4800,0,0,"1,3","18,1",248,"59,41%","28,45%","3,99%","3,02%","4,85%","0,29%",Rød blok
Socialistisk Folkeparti,138680,103555,118016,15238,5426,20991,1937,22928,4443,2140,4,0,9538,603,993,2295,1032,0,867,460,317,60,8,19,3,484342,2207,482279,2376,325,20190815,160,18,06,2624,0,0,"1,2","11,0",136,"53,06%","36,56%","6,92%","0,92%","2,19%","0,35%",Rød blok
Veganerpartiet,6706,2740,4663,1348,695,33624,51294,84918,1170,17436,45,3,1114,30,61,329,389,0,49,8,8,1,30,2,0,110,8,7039,300,8,20190815,137,28,14,1121,0,01,"7,9","22,7",95,"16,33%","16,33%","2,04%","61,22%","4,08%","0,00%",Rød blok
Venstre,273303,184500,219919,43075,10309,331627,84872,416499,35669,14896,57,6,7484,1576,3615,8848,13896,0,1556,777,530,122,38,78,11,1093302,7655,1097057,10898,615,20190815,176,28,07,8727,0,0,"8,9","4,8",141,"49,94%","34,06%","7,84%","2,44%","5,01%","0,71%",Blå blok
Alternativet,35893,23214,28747,4091,3055,12043,7555,19598,34635,41,28,2,3221,365,458,840,649,0,862,217,520,40,18,53,14,216092,301,216189,258,119,20190915,42,05,04,669,0,0,"0,8","3,7",33,"25,17%","60,32%","4,64%","2,09%","6,15%","1,62%",Rød blok
Andet,35580,21560,27551,3828,4201,137376,18691,156067,1824,51,11,1,1771,269,273,662,3015,1,498,153,284,21,15,18,7,107781,557,115683,253,115,20190915,71,08,08,9158,0,0,"6,1","3,6",55,"30,72%","57,03%","4,22%","3,01%","3,61%","1,41%",Andet
Danmarksdemokraterne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20190915,0,0,0,0,0,0,"0,0","0,0",0,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",Blå blok
Dansk Folkeparti,462468,215887,322243,78941,61284,306385,249159,555544,96265,12856,59,10,8736,3267,7931,8915,77505,2,1710,627,878,45,53,92,15,638853,3234,628696,3531,154,20190915,270,46,36,5781,0,01,"45,3","5,1",188,"36,67%","51,35%","2,63%","3,10%","5,38%","0,88%",Blå blok
Enhedslisten,118672,80822,93550,15542,9580,134427,100052,234479,16206,523,31,1,7572,418,1051,926,2761,0,1058,324,565,66,28,63,12,393613,1362,397550,1613,163,20190915,112,15,09,4801,0,0,"2,6","7,2",88,"30,62%","53,40%","6,24%","2,65%","5,95%","1,13%",Rød blok
Frie Grønne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,1,189,1,2,20190915,0,0,0,0,0,0,"0,0","0,0",0,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",Rød blok
Konservative,83687,63160,71131,9525,3031,85142,37903,123045,9550,4864,42,6,3777,419,1380,718,1677,0,1049,512,377,37,36,79,8,356324,1555,388037,1528,478,20190915,80,09,03,2365,0,0,"1,6","3,6",68,"48,81%","35,94%","3,53%","3,43%","7,53%","0,76%",Blå blok
Kristendemokraterne,3596,2553,2799,373,424,1450,2085,3535,1241,0,0,0,217,11,6,11,1,0,57,33,19,2,1,2,0,21131,35,21851,53,26,20190915,63,07,07,1450,0,0,"0,0","3,8",49,"57,89%","33,33%","3,51%","1,75%","3,51%","0,00%",Blå blok
Liberal Alliance,112920,74242,85108,19326,8486,616483,523423,1139906,127883,0,15,2,3251,1090,2851,955,2715,4,428,106,183,51,12,76,0,285459,6969,299805,7678,186,20190915,264,45,20,51374,0,0,"6,3","7,6",199,"24,77%","42,76%","11,92%","2,80%","17,76%","0,00%",Blå blok
Moderaterne,465,396,424,40,1,0,0,0,0,0,0,0,27,0,1,0,0,0,1,0,0,1,0,0,0,7346,-27,7386,-28,5,20190915,465,40,01,0,0,0,"0,0","27,0",424,"0,00%","0,00%","100,00%","0,00%","0,00%","0,00%",Blå blok
Nye Borgerlige,149121,84261,107392,21077,20652,178924,527729,706653,8143,0,98,6,6339,810,3136,1436,11409,1,576,237,222,16,30,54,17,156233,2989,162373,3447,113,20190915,259,37,36,5964,0,01,"19,8","11,0",186,"41,15%","38,54%","2,78%","5,21%","9,38%","2,95%",Blå blok
Radikale Venstre,149361,99918,117450,26312,5599,324087,147745,471832,82835,11205,36,0,9939,761,2861,936,3035,0,919,388,363,51,60,53,4,600008,1477,611742,1850,236,20190915,163,29,06,5401,0,0,"3,3","10,8",128,"42,22%","39,50%","5,55%","6,53%","5,77%","0,44%",Rød blok
Socialdemokratiet,417546,324929,358796,44845,13905,374545,304860,679405,81944,3926,86,7,22647,1724,5573,1642,2279,2,2207,1222,644,89,107,126,19,1100217,7397,1117130,8831,563,20190915,189,20,06,3500,0,0,"1,0","10,3",163,"55,37%","29,18%","4,03%","4,85%","5,71%","0,86%",Rød blok
Socialistisk Folkeparti,135102,94091,111536,17594,5972,42994,45520,88514,15659,349,26,2,10068,708,1599,2228,2841,1,992,544,317,69,30,29,3,486982,2071,485211,2317,325,20190915,136,18,06,1433,0,0,"2,9","10,2",112,"54,84%","31,96%","6,96%","3,02%","2,92%","0,30%",Rød blok
Veganerpartiet,8541,4309,6213,1771,557,34887,18105,52992,3859,17961,347,8,1665,41,64,73,60,1,65,21,3,0,35,5,1,125,14,7486,432,8,20190915,131,27,09,997,0,01,"0,9","25,6",96,"32,31%","4,62%","0,00%","53,85%","7,69%","1,54%",Rød blok
Venstre,321280,244341,271851,38565,10864,403105,206204,609309,32414,11293,63,6,11494,1104,3489,2018,9404,1,2345,1219,780,121,66,154,5,1104259,9213,1107651,9808,615,20190915,137,16,05,6108,0,0,"4,0","4,9",116,"51,98%","33,26%","5,16%","2,81%","6,57%","0,21%",Blå blok
Alternativet,26594,15758,20660,3548,2386,14111,8291,22402,21559,28,24,4,1781,368,662,1069,1022,0,829,206,507,29,12,56,19,216342,218,216430,223,119,20191015,32,04,03,1176,0,0,"1,2","2,2",25,"24,85%","61,16%","3,50%","1,45%","6,76%","2,29%",Rød blok
Andet,54885,31258,42844,6403,5638,64504,21595,86099,2294,375,31,3,2671,574,692,2117,5532,0,618,144,385,52,11,14,12,108118,234,115903,130,115,20191015,89,10,09,5864,0,0,"9,0","4,3",69,"23,30%","62,30%","8,41%","1,78%","2,27%","1,94%",Andet
Danmarksdemokraterne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20191015,0,0,0,0,0,0,"0,0","0,0",0,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",Blå blok
Dansk Folkeparti,431266,225795,308913,72546,49807,648982,237601,886583,48204,0,24,3,9970,2692,10967,5903,53583,3,1604,498,939,53,26,82,6,642151,3148,632361,3362,154,20191015,269,45,31,24961,0,01,"33,4","6,2",193,"31,05%","58,54%","3,30%","1,62%","5,11%","0,37%",Blå blok
Enhedslisten,152987,100567,122656,17759,12572,193644,202277,395921,47137,1882,69,8,8872,526,1388,6182,5119,2,1200,424,570,80,44,79,3,402413,4847,402926,5316,163,20191015,127,15,10,4401,0,0,"4,3","7,4",102,"35,33%","47,50%","6,67%","3,67%","6,58%","0,25%",Rød blok
Frie Grønne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,-1,188,-1,2,20191015,0,0,0,0,0,0,"0,0","0,0",0,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",Rød blok
Konservative,99807,73552,84052,12752,3003,74200,47534,121734,8390,1222,81,11,3873,736,2109,1738,2043,1,1027,475,357,64,56,69,6,358362,1787,389871,1693,478,20191015,97,12,03,1325,0,0,"2,0","3,8",82,"46,25%","34,76%","6,23%","5,45%","6,72%","0,58%",Blå blok
Kristendemokraterne,8871,6716,7241,744,886,15764,12183,27947,5303,1029,2,0,426,27,10,46,16,0,152,70,51,15,6,9,1,21252,112,21967,114,26,20191015,58,05,06,2627,0,0,"0,1","2,8",48,"46,05%","33,55%","9,87%","3,95%","5,92%","0,66%",Blå blok
Liberal Alliance,109209,77829,91016,12868,5325,2110022,403449,2513471,74892,201,75,10,4932,569,6086,411,1166,23,531,143,211,58,25,92,2,269101,4035,280919,5004,185,20191015,206,24,10,84401,0,0,"2,2","9,3",171,"26,93%","39,74%","10,92%","4,71%","17,33%","0,38%",Blå blok
Løsgænger,1776,955,1357,397,22,0,0,0,0,0,0,0,55,85,49,193,20,0,4,0,2,2,0,0,0,24149,-119,23963,-58,1,20191015,444,99,06,0,0,0,"5,0","13,8",339,"0,00%","50,00%","50,00%","0,00%","0,00%","0,00%",Andet
Moderaterne,725,619,663,61,1,0,0,0,0,0,0,0,44,0,0,0,0,0,1,1,0,0,0,0,0,7325,-20,7367,-21,5,20191015,725,61,01,0,0,0,"0,0","44,0",663,"100,00%","0,00%","0,00%","0,00%","0,00%","0,00%",Blå blok
Nye Borgerlige,146852,91627,109237,16155,21460,619262,759341,1378603,7875,46,125,9,8232,597,2233,795,5713,40,631,251,215,17,40,87,21,162367,6082,169146,6704,113,20191015,233,26,34,15482,0,01,"9,1","13,1",173,"39,78%","34,07%","2,69%","6,34%","13,79%","3,33%",Blå blok
Radikale Venstre,133913,80465,99397,18242,16274,241783,51593,293376,8320,16686,45,2,6272,583,1724,5751,4602,0,870,369,339,53,56,49,4,603268,2465,614764,2888,236,20191015,154,21,19,4318,0,0,"5,3","7,2",114,"42,41%","38,97%","6,09%","6,44%","5,63%","0,46%",Rød blok
Socialdemokratiet,471383,366326,410363,45115,15905,534516,275029,809545,64325,3894,123,9,25679,2319,5362,7710,2963,4,2068,1128,601,101,112,113,13,1109145,7661,1126895,8656,563,20191015,228,22,08,4772,0,0,"1,4","12,4",198,"54,55%","29,06%","4,88%","5,42%","5,46%","0,63%",Rød blok
Socialistisk Folkeparti,155497,109714,131309,17839,6349,168571,67058,235629,22628,81,47,5,13089,665,2049,3924,1866,2,1152,508,385,90,48,121,0,489988,2660,488012,2712,325,20191015,135,15,06,3512,0,0,"1,6","11,4",114,"44,10%","33,42%","7,81%","4,17%","10,50%","0,00%",Rød blok
Veganerpartiet,17050,8745,13004,2960,1086,216796,36107,252903,7724,24473,261,10,2889,118,441,499,300,12,82,31,10,1,33,7,0,179,51,8543,1027,8,20191015,208,36,13,6570,0,02,"3,7","35,2",159,"37,80%","12,20%","1,22%","40,24%","8,54%","0,00%",Rød blok
Venstre,269404,189009,224500,29148,15756,430812,256557,687369,54797,135,61,3,9377,1198,8019,2687,14210,0,1914,905,688,126,76,112,7,1109987,5307,1113244,5005,615,20191015,141,15,08,5669,0,0,"7,4","4,9",117,"47,28%","35,95%","6,58%","3,97%","5,85%","0,37%",Blå blok
Alternativet,44854,28153,35341,4541,4972,70049,60777,130826,25311,72,33,3,4036,319,492,1115,1226,0,999,234,574,23,25,121,22,216578,221,216748,266,119,20191115,45,05,05,2802,0,0,"1,2","4,0",35,"23,42%","57,46%","2,30%","2,50%","12,11%","2,20%",Rød blok
Andet,42332,23165,32446,5604,4282,242911,47416,290327,2641,221,21,2,2173,432,886,1117,4671,2,531,122,347,31,5,15,11,108728,485,116699,625,115,20191115,80,11,08,48582,0,0,"8,8","4,1",61,"22,98%","65,35%","5,84%","0,94%","2,82%","2,07%",Andet
Danmarksdemokraterne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20191115,0,0,0,0,0,0,"0,0","0,0",0,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",Blå blok
Dansk Folkeparti,514605,249367,351090,98122,65393,684133,513165,1197298,75157,4751,51,3,11006,3045,10646,10656,66356,14,1658,476,928,71,49,129,5,644892,2529,635684,2955,154,20191115,310,59,39,13962,0,01,"40,0","6,6",212,"28,71%","55,97%","4,28%","2,96%","7,78%","0,30%",Blå blok
Enhedslisten,121392,81475,99287,13568,8537,108418,69390,177808,17677,316,32,4,8655,521,992,3144,4499,1,1052,411,496,55,28,57,5,403808,1312,404486,1486,163,20191115,115,13,08,3872,0,0,"4,3","8,2",94,"39,07%","47,15%","5,23%","2,66%","5,42%","0,48%",Rød blok
Frie Grønne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,2,190,2,2,20191115,0,0,0,0,0,0,"0,0","0,0",0,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",Rød blok
Konservative,110220,76897,90353,16313,3554,91443,57529,148972,36553,124,35,3,4362,1018,2644,1500,3931,1,1023,517,337,57,34,72,6,377275,2396,409302,2463,479,20191115,108,16,03,2690,0,0,"3,8","4,3",88,"50,54%","32,94%","5,57%","3,32%","7,04%","0,59%",Blå blok
Kristendemokraterne,7108,5020,5572,562,974,14125,22781,36906,4820,763,4,0,233,23,54,164,78,0,129,54,45,5,8,14,3,21310,58,22042,73,26,20191115,55,04,08,1766,0,0,"0,6","1,8",43,"41,86%","34,88%","3,88%","6,20%","10,85%","2,33%",Blå blok
Liberal Alliance,88401,64293,71772,11842,4787,1359545,252748,1612293,52025,0,34,3,3322,423,1590,604,1532,8,506,171,191,46,17,79,2,271828,1873,284119,2361,185,20191115,175,23,09,79973,0,0,"3,0","6,6",142,"33,79%","37,75%","9,09%","3,36%","15,61%","0,40%",Blå blok
Løsgænger,3576,751,1696,1849,31,0,0,0,4604,0,0,0,32,12,709,19,173,0,13,5,5,2,0,1,0,23362,-783,23242,-704,1,20191115,275,142,02,0,0,0,"13,3","2,5",130,"38,46%","38,46%","15,38%","0,00%","7,69%","0,00%",Andet
Moderaterne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7314,-11,7357,-10,5,20191115,0,0,0,0,0,0,"0,0","0,0",0,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",Blå blok
Nye Borgerlige,286629,178219,211177,27955,47497,1013230,1282089,2295319,14767,0,112,7,15152,1187,4368,1107,11101,43,819,316,265,11,51,137,39,180327,4782,211274,5355,113,20191115,350,34,58,19867,0,01,"13,6","18,5",258,"38,58%","32,36%","1,34%","6,23%","16,73%","4,76%",Blå blok
Radikale Venstre,163339,98802,124608,31672,7059,424687,160915,585602,22865,15604,44,2,9981,681,5984,4197,4961,2,945,432,345,41,72,55,0,605089,1240,616872,1593,236,20191115,173,34,07,5898,0,0,"5,3","10,6",132,"45,71%","36,51%","4,34%","7,62%","5,82%","0,00%",Rød blok
Socialdemokratiet,336483,253263,282995,40597,12891,242442,88335,330777,36589,662,69,5,18028,2118,3657,2284,3643,2,1851,1048,537,87,79,84,16,1115127,5119,1134097,5828,563,20191115,182,22,07,3069,0,0,"2,0","9,7",153,"56,62%","29,01%","4,70%","4,27%","4,54%","0,86%",Rød blok
Socialistisk Folkeparti,144621,98039,117220,19241,8160,85798,33013,118811,2963,163,31,2,12162,699,1049,3001,2268,2,1015,500,358,71,35,46,5,494943,2249,492931,2444,325,20191115,142,19,08,2451,0,0,"2,2","12,0",115,"49,26%","35,27%","7,00%","3,45%","4,53%","0,49%",Rød blok
Veganerpartiet,11715,5507,9160,1623,932,51116,16823,67939,645,39709,166,3,2263,108,38,659,585,0,79,22,12,0,44,1,0,199,14,9172,594,8,20191115,148,21,12,1162,0,01,"7,4","28,7",116,"27,85%","15,19%","0,00%","55,70%","1,27%","0,00%",Rød blok
Venstre,300618,218196,253762,34602,12254,318222,78906,397128,25224,22426,137,19,9537,1594,5214,3084,16133,4,2105,1059,715,114,98,112,7,1104798,3671,1108247,4119,614,20191115,143,16,06,3247,0,0,"7,7","4,5",121,"50,31%","33,97%","5,42%","4,66%","5,32%","0,33%",Blå blok
Alternativet,47341,27796,36786,6154,4401,116763,31670,148433,9637,3387,34,1,4940,432,693,1569,1356,0,913,265,485,30,27,90,16,217286,701,217698,948,119,20191215,52,07,05,4325,0,0,"1,5","5,4",40,"29,03%","53,12%","3,29%","2,96%","9,86%","1,75%",Rød blok
Andet,38964,23533,31435,4288,3241,190297,18923,209220,4478,125,93,6,2696,449,765,818,3166,8,456,128,267,23,9,21,8,108735,5,116765,24,115,20191215,85,09,07,21144,0,0,"6,9","5,9",69,"28,07%","58,55%","5,04%","1,97%","4,61%","1,75%",Andet
